sim,variable,unit,quarter,h,diff
Sim5,CALL,pp,0009Q3,15,0.10647781579810638
Sim5,CALL,pp,0009Q4,16,0.08242896229917279
Sim5,CALL,pp,0010Q1,17,0.06167749360320132
Sim5,CALL,pp,0010Q2,18,0.043928778148867295
Sim5,CALL,pp,0010Q3,19,0.028906691913050585
Sim5,CALL,pp,0010Q4,20,0.016388116919779653
Sim5,IRL,pp,0006Q1,1,0.23983749513911867
Sim5,IRL,pp,0006Q2,2,0.17447919687126837
Sim5,IRL,pp,0006Q3,3,0.16517083073689012
Sim5,IRL,pp,0006Q4,4,0.13822498727257548
Sim5,IRL,pp,0007Q1,5,0.11848898860144098
Sim5,IRL,pp,0007Q2,6,0.10260486530838914
Sim5,IRL,pp,0007Q3,7,0.08339894831293307
Sim5,IRL,pp,0007Q4,8,0.06902892034409808
Sim5,IRL,pp,0008Q1,9,0.053778997710855016
Sim5,IRL,pp,0008Q2,10,0.042109028895373546
Sim5,IRL,pp,0008Q3,11,0.03102394106490282
Sim5,IRL,pp,0008Q4,12,0.02147270778639907
Sim5,IRL,pp,0009Q1,13,0.013076613641626716
Sim5,IRL,pp,0009Q2,14,0.00564988980172864
Sim5,IRL,pp,0009Q3,15,-0.0005239773198408256
Sim5,IRL,pp,0009Q4,16,-0.005653871126842485
Sim5,IRL,pp,0010Q1,17,-0.009775627351868262
Sim5,IRL,pp,0010Q2,18,-0.013025394502638888
Sim5,IRL,pp,0010Q3,19,-0.015471421079070666
Sim5,IRL,pp,0010Q4,20,-0.017072731036776305
Sim5,GDP,%,0006Q1,1,-2.2737367544323206e-13
Sim5,GDP,%,0006Q2,2,-0.11218028432224969
Sim5,GDP,%,0006Q3,3,-0.13410546871406837
Sim5,GDP,%,0006Q4,4,-0.1587992203074009
Sim5,GDP,%,0007Q1,5,-0.17262977420344328
Sim5,GDP,%,0007Q2,6,-0.18013120553133888
Sim5,GDP,%,0007Q3,7,-0.18406061516404293
Sim5,GDP,%,0007Q4,8,-0.17319364068656284
Sim5,GDP,%,0008Q1,9,-0.16414010955496394
Sim5,GDP,%,0008Q2,10,-0.1524986404302382
Sim5,GDP,%,0008Q3,11,-0.1401720054889779
Sim5,GDP,%,0008Q4,12,-0.12711252054077704
Sim5,GDP,%,0009Q1,13,-0.11379532124155389
Sim5,GDP,%,0009Q2,14,-0.10035417220468901
Sim5,GDP,%,0009Q3,15,-0.08701563919504451
Sim5,GDP,%,0009Q4,16,-0.07411877822507051
Sim5,GDP,%,0010Q1,17,-0.061762134290063386
Sim5,GDP,%,0010Q2,18,-0.05009776527059273
Sim5,GDP,%,0010Q3,19,-0.03915101018014866
Sim5,GDP,%,0010Q4,20,-0.028354002597495764
Sim5,GAP,pp,0006Q1,1,-2.271182680173318e-13
Sim5,GAP,pp,0006Q2,2,-0.11218028432225169
Sim5,GAP,pp,0006Q3,3,-0.13410546871407864
Sim5,GAP,pp,0006Q4,4,-0.15879922030739851
Sim5,GAP,pp,0007Q1,5,-0.17262977420344955
Sim5,GAP,pp,0007Q2,6,-0.18013120553135403
Sim5,GAP,pp,0007Q3,7,-0.184060615164033
Sim5,GAP,pp,0007Q4,8,-0.1731936406865606
Sim5,GAP,pp,0008Q1,9,-0.16414010955498445
Sim5,GAP,pp,0008Q2,10,-0.1524986404302584
Sim5,GAP,pp,0008Q3,11,-0.14017200548898529
Sim5,GAP,pp,0008Q4,12,-0.12711252054079486
Sim5,GAP,pp,0009Q1,13,-0.11379532124156837
Sim5,GAP,pp,0009Q2,14,-0.10035417220468959
Sim5,GAP,pp,0009Q3,15,-0.08701563919505485
Sim5,GAP,pp,0009Q4,16,-0.07411877822507643
Sim5,GAP,pp,0010Q1,17,-0.061762134290072955
Sim5,GAP,pp,0010Q2,18,-0.05009776527059078
Sim5,GAP,pp,0010Q3,19,-0.039151010180155196
Sim5,GAP,pp,0010Q4,20,-0.028354002597505302
Sim5,CP,%,0006Q1,1,0.0
Sim5,CP,%,0006Q2,2,-0.050362055776048464
Sim5,CP,%,0006Q3,3,-0.08078775638345803
Sim5,CP,%,0006Q4,4,-0.09951828881888503
Sim5,CP,%,0007Q1,5,-0.110681576882115
Sim5,CP,%,0007Q2,6,-0.11687110577844351
Sim5,CP,%,0007Q3,7,-0.12028824605086186
Sim5,CP,%,0007Q4,8,-0.1207033891201661
Sim5,CP,%,0008Q1,9,-0.11864454981795802
Sim5,CP,%,0008Q2,10,-0.11376470696646379
Sim5,CP,%,0008Q3,11,-0.10658337494588466
Sim5,CP,%,0008Q4,12,-0.09746046243132866
Sim5,CP,%,0009Q1,13,-0.0868217208256965
Sim5,CP,%,0009Q2,14,-0.07508612413171534
Sim5,CP,%,0009Q3,15,-0.06264406107953846
Sim5,CP,%,0009Q4,16,-0.049862370081214635
Sim5,CP,%,0010Q1,17,-0.037051740432090696
Sim5,CP,%,0010Q2,18,-0.02449432331714263
Sim5,CP,%,0010Q3,19,-0.012421763309603762
Sim5,CP,%,0010Q4,20,0.0
Sim5,INV,%,0006Q1,1,1.2789769243681803e-13
Sim5,INV,%,0006Q2,2,-0.1649790818957939
Sim5,INV,%,0006Q3,3,-0.3146405006851438
Sim5,INV,%,0006Q4,4,-0.42577549872243026
Sim5,INV,%,0007Q1,5,-0.5040828789396414
Sim5,INV,%,0007Q2,6,-0.5375391723878238
Sim5,INV,%,0007Q3,7,-0.5553629066943131
Sim5,INV,%,0007Q4,8,-0.5618137517339505
Sim5,INV,%,0008Q1,9,-0.5573463195040205
Sim5,INV,%,0008Q2,10,-0.5447291976979187
Sim5,INV,%,0008Q3,11,-0.5252485385958892
Sim5,INV,%,0008Q4,12,-0.5007001507405704
Sim5,INV,%,0009Q1,13,-0.4723562676559112
Sim5,INV,%,0009Q2,14,-0.44135151613906487
Sim5,INV,%,0009Q3,15,-0.40866961217108155
Sim5,INV,%,0009Q4,16,-0.37515688305347794
Sim5,INV,%,0010Q1,17,-0.34155423225392667
Sim5,INV,%,0010Q2,18,-0.3084636835783101
Sim5,INV,%,0010Q3,19,-0.27638049075825677
Sim5,INV,%,0010Q4,20,-0.24566951493240197
Sim5,FXYEN,%,0006Q1,1,0.0
Sim5,FXYEN,%,0006Q2,2,-2.3698424995832
Sim5,FXYEN,%,0006Q3,3,-1.8850104903508509
Sim5,FXYEN,%,0006Q4,4,-1.7296692053739093
Sim5,FXYEN,%,0007Q1,5,-1.4894301613133507
Sim5,FXYEN,%,0007Q2,6,-1.2981577294328872
Sim5,FXYEN,%,0007Q3,7,-1.1347723597590829
Sim5,FXYEN,%,0007Q4,8,-0.9754858044543511
Sim5,FXYEN,%,0008Q1,9,-0.855571632174275
Sim5,FXYEN,%,0008Q2,10,-0.7329949163052305
Sim5,FXYEN,%,0008Q3,11,-0.6341639603485874
Sim5,FXYEN,%,0008Q4,12,-0.5455947027582084
Sim5,FXYEN,%,0009Q1,13,-0.46994511376384196
Sim5,FXYEN,%,0009Q2,14,-0.4050142862274839
Sim5,FXYEN,%,0009Q3,15,-0.349737811993748
Sim5,FXYEN,%,0009Q4,16,-0.3040690662967904
Sim5,FXYEN,%,0010Q1,17,-0.2665809117745255
Sim5,FXYEN,%,0010Q2,18,-0.23668405652786362
Sim5,FXYEN,%,0010Q3,19,-0.2133424129154804
Sim5,FXYEN,%,0010Q4,20,-0.195911245703698
Sim5,CPIXFOR,%,0006Q1,1,0.0
Sim5,CPIXFOR,%,0006Q2,2,-0.01642165342794044
Sim5,CPIXFOR,%,0006Q3,3,-0.02434346637407714
Sim5,CPIXFOR,%,0006Q4,4,-0.03396865720102937
Sim5,CPIXFOR,%,0007Q1,5,-0.04254344589486436
Sim5,CPIXFOR,%,0007Q2,6,-0.04874163433372303
Sim5,CPIXFOR,%,0007Q3,7,-0.05685308292379432
Sim5,CPIXFOR,%,0007Q4,8,-0.06654953201378078
Sim5,CPIXFOR,%,0008Q1,9,-0.07787416929791391
Sim5,CPIXFOR,%,0008Q2,10,-0.09031886573346526
Sim5,CPIXFOR,%,0008Q3,11,-0.1035498399497925
Sim5,CPIXFOR,%,0008Q4,12,-0.11747415870225097
Sim5,CPIXFOR,%,0009Q1,13,-0.13180688780549588
Sim5,CPIXFOR,%,0009Q2,14,-0.14627127134308182
Sim5,CPIXFOR,%,0009Q3,15,-0.1608896712325958
Sim5,CPIXFOR,%,0009Q4,16,-0.17533518612157195
Sim5,CPIXFOR,%,0010Q1,17,-0.1894538251194149
Sim5,CPIXFOR,%,0010Q2,18,-0.20295446858484922
Sim5,CPIXFOR,%,0010Q3,19,-0.21627577831473843
Sim5,CPIXFOR,%,0010Q4,20,-0.22887828986117142
Sim6,CALL,pp,0006Q1,1,1.0
Sim6,CALL,pp,0006Q2,2,1.0
Sim6,CALL,pp,0006Q3,3,1.0
Sim6,CALL,pp,0006Q4,4,1.0
Sim6,CALL,pp,0007Q1,5,1.0
Sim6,CALL,pp,0007Q2,6,1.0
Sim6,CALL,pp,0007Q3,7,1.0
Sim6,CALL,pp,0007Q4,8,1.0
Sim6,CALL,pp,0008Q1,9,0.8693206772890348
Sim6,CALL,pp,0008Q2,10,0.7520427637713214
Sim6,CALL,pp,0008Q3,11,0.6463936145281017
Sim6,CALL,pp,0008Q4,12,0.55169464508209
Sim6,CALL,pp,0009Q1,13,0.4670188697208935
Sim6,CALL,pp,0009Q2,14,0.39135011863500885
Sim6,CALL,pp,0009Q3,15,0.3241671013877518
Sim6,CALL,pp,0009Q4,16,0.2648026313543211
Sim6,CALL,pp,0010Q1,17,0.21268075630017963
Sim6,CALL,pp,0010Q2,18,0.1672121807331345
Sim6,CALL,pp,0010Q3,19,0.12784764701262474
Sim6,CALL,pp,0010Q4,20,0.09405578658799467
Sim6,IRL,pp,0006Q1,1,0.23983749513912142
Sim6,IRL,pp,0006Q2,2,0.20295085162177123
Sim6,IRL,pp,0006Q3,3,0.2138812439307923
Sim6,IRL,pp,0006Q4,4,0.20709113219185363
Sim6,IRL,pp,0007Q1,5,0.20451646487845518
Sim6,IRL,pp,0007Q2,6,0.20347967038639744
Sim6,IRL,pp,0007Q3,7,0.1979193214499626
Sim6,IRL,pp,0007Q4,8,0.195132952587652
Sim6,IRL,pp,0008Q1,9,0.15877108683033261
Sim6,IRL,pp,0008Q2,10,0.13233856438352729
Sim6,IRL,pp,0008Q3,11,0.10613549418009786
Sim6,IRL,pp,0008Q4,12,0.08343479135947066
Sim6,IRL,pp,0009Q1,13,0.06314047614595429
Sim6,IRL,pp,0009Q2,14,0.0447096385806565
Sim6,IRL,pp,0009Q3,15,0.028986931501956373
Sim6,IRL,pp,0009Q4,16,0.015310462711797972
Sim6,IRL,pp,0010Q1,17,0.0038894647620196857
Sim6,IRL,pp,0010Q2,18,-0.005737898233144087
Sim6,IRL,pp,0010Q3,19,-0.013600491979714724
Sim6,IRL,pp,0010Q4,20,-0.01989208038384654
Sim6,GDP,%,0006Q1,1,-2.2737367544323206e-13
Sim6,GDP,%,0006Q2,2,-0.11218028432212179
Sim6,GDP,%,0006Q3,3,-0.14739250331042797
Sim6,GDP,%,0006Q4,4,-0.18772042065351968
Sim6,GDP,%,0007Q1,5,-0.22047454555766421
Sim6,GDP,%,0007Q2,6,-0.24877095060163867
Sim6,GDP,%,0007Q3,7,-0.2745371789184503
Sim6,GDP,%,0007Q4,8,-0.28645854118491343
Sim6,GDP,%,0008Q1,9,-0.29926758144115695
Sim6,GDP,%,0008Q2,10,-0.2943439189653958
Sim6,GDP,%,0008Q3,11,-0.2846140523219134
Sim6,GDP,%,0008Q4,12,-0.26957208984002534
Sim6,GDP,%,0009Q1,13,-0.25092377900136853
Sim6,GDP,%,0009Q2,14,-0.2295537598957793
Sim6,GDP,%,0009Q3,15,-0.20608206642720006
Sim6,GDP,%,0009Q4,16,-0.18273201620621649
Sim6,GDP,%,0010Q1,17,-0.15942572967662727
Sim6,GDP,%,0010Q2,18,-0.13670586177687483
Sim6,GDP,%,0010Q3,19,-0.11476662572933094
Sim6,GDP,%,0010Q4,20,-0.09385950990944991
Sim6,GAP,pp,0006Q1,1,-2.271182680173318e-13
Sim6,GAP,pp,0006Q2,2,-0.11218028432213097
Sim6,GAP,pp,0006Q3,3,-0.14739250331043616
Sim6,GAP,pp,0006Q4,4,-0.18772042065354763
Sim6,GAP,pp,0007Q1,5,-0.22047454555767912
Sim6,GAP,pp,0007Q2,6,-0.24877095060165536
Sim6,GAP,pp,0007Q3,7,-0.27453717891846147
Sim6,GAP,pp,0007Q4,8,-0.2864585411849301
Sim6,GAP,pp,0008Q1,9,-0.29926758144117205
Sim6,GAP,pp,0008Q2,10,-0.2943439189653996
Sim6,GAP,pp,0008Q3,11,-0.28461405232192827
Sim6,GAP,pp,0008Q4,12,-0.2695720898400296
Sim6,GAP,pp,0009Q1,13,-0.25092377900138185
Sim6,GAP,pp,0009Q2,14,-0.22955375989578908
Sim6,GAP,pp,0009Q3,15,-0.20608206642720356
Sim6,GAP,pp,0009Q4,16,-0.18273201620622784
Sim6,GAP,pp,0010Q1,17,-0.15942572967664104
Sim6,GAP,pp,0010Q2,18,-0.13670586177689048
Sim6,GAP,pp,0010Q3,19,-0.1147666257293477
Sim6,GAP,pp,0010Q4,20,-0.09385950990944764
Sim6,CP,%,0006Q1,1,0.0
Sim6,CP,%,0006Q2,2,-0.050362055776048464
Sim6,CP,%,0006Q3,3,-0.08676827650518248
Sim6,CP,%,0006Q4,4,-0.11499467573666777
Sim6,CP,%,0007Q1,5,-0.13801344319797693
Sim6,CP,%,0007Q2,6,-0.15756714015076057
Sim6,CP,%,0007Q3,7,-0.17522702249236488
Sim6,CP,%,0007Q4,8,-0.19054893946281481
Sim6,CP,%,0008Q1,9,-0.2037165091332298
Sim6,CP,%,0008Q2,10,-0.20752811686560335
Sim6,CP,%,0008Q3,11,-0.20464143351462383
Sim6,CP,%,0008Q4,12,-0.19659595311108546
Sim6,CP,%,0009Q1,13,-0.18452018071045018
Sim6,CP,%,0009Q2,14,-0.16926726695012917
Sim6,CP,%,0009Q3,15,-0.1514275385896724
Sim6,CP,%,0009Q4,16,-0.13164550560500743
Sim6,CP,%,0010Q1,17,-0.11049150816027975
Sim6,CP,%,0010Q2,18,-0.08858965281578435
Sim6,CP,%,0010Q3,19,-0.06648764752732461
Sim6,CP,%,0010Q4,20,-0.04467594270985842
Sim6,INV,%,0006Q1,1,1.2789769243681803e-13
Sim6,INV,%,0006Q2,2,-0.1649790818946002
Sim6,INV,%,0006Q3,3,-0.33409731483583016
Sim6,INV,%,0006Q4,4,-0.4819574890356364
Sim6,INV,%,0007Q1,5,-0.610318625745947
Sim6,INV,%,0007Q2,6,-0.7036495636901634
Sim6,INV,%,0007Q3,7,-0.7858098318499316
Sim6,INV,%,0007Q4,8,-0.859651337036567
Sim6,INV,%,0008Q1,9,-0.9244514448918579
Sim6,INV,%,0008Q2,10,-0.9605899675224521
Sim6,INV,%,0008Q3,11,-0.970054165843635
Sim6,INV,%,0008Q4,12,-0.958431312290486
Sim6,INV,%,0009Q1,13,-0.9302099275451496
Sim6,INV,%,0009Q2,14,-0.8918406289207468
Sim6,INV,%,0009Q3,15,-0.8458621955444414
Sim6,INV,%,0009Q4,16,-0.7942622509488331
Sim6,INV,%,0010Q1,17,-0.7389906755656597
Sim6,INV,%,0010Q2,18,-0.6816134712751705
Sim6,INV,%,0010Q3,19,-0.6235171397350712
Sim6,INV,%,0010Q4,20,-0.5659245774628232
Sim6,FXYEN,%,0006Q1,1,0.0
Sim6,FXYEN,%,0006Q2,2,-2.369842499583285
Sim6,FXYEN,%,0006Q3,3,-2.163962800927848
Sim6,FXYEN,%,0006Q4,4,-2.225520347968285
Sim6,FXYEN,%,0007Q1,5,-2.1943044174052346
Sim6,FXYEN,%,0007Q2,6,-2.1865214252737957
Sim6,FXYEN,%,0007Q3,7,-2.1844516943532
Sim6,FXYEN,%,0007Q4,8,-2.174189363361265
Sim6,FXYEN,%,0008Q1,9,-2.1869867484762295
Sim6,FXYEN,%,0008Q2,10,-1.8796635465279934
Sim6,FXYEN,%,0008Q3,11,-1.6409696761941888
Sim6,FXYEN,%,0008Q4,12,-1.4187605771618337
Sim6,FXYEN,%,0009Q1,13,-1.227864926278059
Sim6,FXYEN,%,0009Q2,14,-1.0616926240940643
Sim6,FXYEN,%,0009Q3,15,-0.9170351254318945
Sim6,FXYEN,%,0009Q4,16,-0.7946759238933936
Sim6,FXYEN,%,0010Q1,17,-0.6894715866517345
Sim6,FXYEN,%,0010Q2,18,-0.6022625350648951
Sim6,FXYEN,%,0010Q3,19,-0.5300169804434205
Sim6,FXYEN,%,0010Q4,20,-0.4716702338095331
Sim6,CPIXFOR,%,0006Q1,1,0.0
Sim6,CPIXFOR,%,0006Q2,2,-0.01642165342794044
Sim6,CPIXFOR,%,0006Q3,3,-0.0262720265501315
Sim6,CPIXFOR,%,0006Q4,4,-0.03873418383165017
Sim6,CPIXFOR,%,0007Q1,5,-0.051343394291109234
Sim6,CPIXFOR,%,0007Q2,6,-0.06276037609713114
Sim6,CPIXFOR,%,0007Q3,7,-0.07661322104482338
Sim6,CPIXFOR,%,0007Q4,8,-0.09317774204032503
Sim6,CPIXFOR,%,0008Q1,9,-0.11265018476761668
Sim6,CPIXFOR,%,0008Q2,10,-0.13277790819007862
Sim6,CPIXFOR,%,0008Q3,11,-0.15384288079026476
Sim6,CPIXFOR,%,0008Q4,12,-0.1761196362097479
Sim6,CPIXFOR,%,0009Q1,13,-0.19948144536414247
Sim6,CPIXFOR,%,0009Q2,14,-0.2240705334411075
Sim6,CPIXFOR,%,0009Q3,15,-0.24945664342239127
Sim6,CPIXFOR,%,0009Q4,16,-0.27531496968323665
Sim6,CPIXFOR,%,0010Q1,17,-0.30123622636214975
Sim6,CPIXFOR,%,0010Q2,18,-0.32669125155587153
Sim6,CPIXFOR,%,0010Q3,19,-0.35213294667397577
Sim6,CPIXFOR,%,0010Q4,20,-0.37676071618714957
Sim7,CALL,pp,0006Q1,1,1.0
Sim7,CALL,pp,0006Q2,2,1.0
Sim7,CALL,pp,0006Q3,3,1.0
Sim7,CALL,pp,0006Q4,4,1.0
Sim7,CALL,pp,0007Q1,5,1.0
Sim7,CALL,pp,0007Q2,6,1.0
Sim7,CALL,pp,0007Q3,7,1.0
Sim7,CALL,pp,0007Q4,8,1.0
Sim7,CALL,pp,0008Q1,9,0.8624955859670564
Sim7,CALL,pp,0008Q2,10,0.7387289224285241
Sim7,CALL,pp,0008Q3,11,0.6275514746395965
Sim7,CALL,pp,0008Q4,12,0.528133906159036
Sim7,CALL,pp,0009Q1,13,0.4396121886127176
Sim7,CALL,pp,0009Q2,14,0.36116771385282487
Sim7,CALL,pp,0009Q3,15,0.29208467753876066
Sim7,CALL,pp,0009Q4,16,0.23162409732743183
Sim7,CALL,pp,0010Q1,17,0.1790888435542733
Sim7,CALL,pp,0010Q2,18,0.13379949105209987
Sim7,CALL,pp,0010Q3,19,0.0951137534590681
Sim7,CALL,pp,0010Q4,20,0.0624181632162795
Sim7,IRL,pp,0006Q1,1,0.4112415745197941
Sim7,IRL,pp,0006Q2,2,0.36247614593968924
Sim7,IRL,pp,0006Q3,3,0.3412154966308072
Sim7,IRL,pp,0006Q4,4,0.30990177562169724
Sim7,IRL,pp,0007Q1,5,0.27870921186545744
Sim7,IRL,pp,0007Q2,6,0.2500092367907571
Sim7,IRL,pp,0007Q3,7,0.21514524218909195
Sim7,IRL,pp,0007Q4,8,0.18272304473754467
Sim7,IRL,pp,0008Q1,9,0.1466485677853119
Sim7,IRL,pp,0008Q2,10,0.11732491341798366
Sim7,IRL,pp,0008Q3,11,0.09019499948323097
Sim7,IRL,pp,0008Q4,12,0.06638522664244391
Sim7,IRL,pp,0009Q1,13,0.04537111464447568
Sim7,IRL,pp,0009Q2,14,0.026745680786333364
Sim7,IRL,pp,0009Q3,15,0.01094243715082548
Sim7,IRL,pp,0009Q4,16,-0.0023629647687268395
Sim7,IRL,pp,0010Q1,17,-0.013302912096930035
Sim7,IRL,pp,0010Q2,18,-0.022151931264332028
Sim7,IRL,pp,0010Q3,19,-0.029067005821675693
Sim7,IRL,pp,0010Q4,20,-0.03426425277287659
Sim7,GDP,%,0006Q1,1,-2.2737367544323206e-13
Sim7,GDP,%,0006Q2,2,-0.18974058258490345
Sim7,GDP,%,0006Q3,3,-0.25514675300406964
Sim7,GDP,%,0006Q4,4,-0.30808220020887234
Sim7,GDP,%,0007Q1,5,-0.34866884615722427
Sim7,GDP,%,0007Q2,6,-0.37576466346570214
Sim7,GDP,%,0007Q3,7,-0.3938416409759071
Sim7,GDP,%,0007Q4,8,-0.3851404716007636
Sim7,GDP,%,0008Q1,9,-0.3730257617338708
Sim7,GDP,%,0008Q2,10,-0.3534653247346853
Sim7,GDP,%,0008Q3,11,-0.32995413846883537
Sim7,GDP,%,0008Q4,12,-0.3034007535767387
Sim7,GDP,%,0009Q1,13,-0.27514133792620044
Sim7,GDP,%,0009Q2,14,-0.24578326531288042
Sim7,GDP,%,0009Q3,15,-0.2161071101052272
Sim7,GDP,%,0009Q4,16,-0.18700248184583756
Sim7,GDP,%,0010Q1,17,-0.15876911214766665
Sim7,GDP,%,0010Q2,18,-0.13179617730322946
Sim7,GDP,%,0010Q3,19,-0.10624070593759427
Sim7,GDP,%,0010Q4,20,-0.08228991089157489
Sim7,GAP,pp,0006Q1,1,-2.271182680173318e-13
Sim7,GAP,pp,0006Q2,2,-0.18974058258489734
Sim7,GAP,pp,0006Q3,3,-0.2551467530040768
Sim7,GAP,pp,0006Q4,4,-0.3080822002088826
Sim7,GAP,pp,0007Q1,5,-0.34866884615722343
Sim7,GAP,pp,0007Q2,6,-0.3757646634657189
Sim7,GAP,pp,0007Q3,7,-0.39384164097592445
Sim7,GAP,pp,0007Q4,8,-0.38514047160078274
Sim7,GAP,pp,0008Q1,9,-0.373025761733874
Sim7,GAP,pp,0008Q2,10,-0.3534653247346883
Sim7,GAP,pp,0008Q3,11,-0.329954138468857
Sim7,GAP,pp,0008Q4,12,-0.30340075357676016
Sim7,GAP,pp,0009Q1,13,-0.27514133792621615
Sim7,GAP,pp,0009Q2,14,-0.2457832653128933
Sim7,GAP,pp,0009Q3,15,-0.21610711010524614
Sim7,GAP,pp,0009Q4,16,-0.18700248184584653
Sim7,GAP,pp,0010Q1,17,-0.15876911214767153
Sim7,GAP,pp,0010Q2,18,-0.13179617730324455
Sim7,GAP,pp,0010Q3,19,-0.10624070593761506
Sim7,GAP,pp,0010Q4,20,-0.08228991089158766
Sim7,CP,%,0006Q1,1,0.0
Sim7,CP,%,0006Q2,2,-0.08540009023401751
Sim7,CP,%,0006Q3,3,-0.15008352889354626
Sim7,CP,%,0006Q4,4,-0.1923224166742017
Sim7,CP,%,0007Q1,5,-0.2220717590768544
Sim7,CP,%,0007Q2,6,-0.24252498747921436
Sim7,CP,%,0007Q3,7,-0.2564967227671531
Sim7,CP,%,0007Q4,8,-0.26404359383599285
Sim7,CP,%,0008Q1,9,-0.2652358330332589
Sim7,CP,%,0008Q2,10,-0.2591338762858584
Sim7,CP,%,0008Q3,11,-0.24708582539904
Sim7,CP,%,0008Q4,12,-0.23010704331150578
Sim7,CP,%,0009Q1,13,-0.20916036722219644
Sim7,CP,%,0009Q2,14,-0.18515773303828098
Sim7,CP,%,0009Q3,15,-0.1589575949533497
Sim7,CP,%,0009Q4,16,-0.13138552029157324
Sim7,CP,%,0010Q1,17,-0.10319183381491825
Sim7,CP,%,0010Q2,18,-0.0750596559341119
Sim7,CP,%,0010Q3,19,-0.0475744501773363
Sim7,CP,%,0010Q4,20,-0.021229689337644686
Sim7,INV,%,0006Q1,1,1.2789769243681803e-13
Sim7,INV,%,0006Q2,2,-0.2720255976935988
Sim7,INV,%,0006Q3,3,-0.5618303666219902
Sim7,INV,%,0006Q4,4,-0.7936000813177344
Sim7,INV,%,0007Q1,5,-0.9749165138265425
Sim7,INV,%,0007Q2,6,-1.0807132290235018
Sim7,INV,%,0007Q3,7,-1.1505883732210833
Sim7,INV,%,0007Q4,8,-1.1957870145439387
Sim7,INV,%,0008Q1,9,-1.2140829152614998
Sim7,INV,%,0008Q2,10,-1.2077515923790685
Sim7,INV,%,0008Q3,11,-1.1812346315945916
Sim7,INV,%,0008Q4,12,-1.1392279506449796
Sim7,INV,%,0009Q1,13,-1.0854599953113109
Sim7,INV,%,0009Q2,14,-1.0235436136428717
Sim7,INV,%,0009Q3,15,-0.9559665641331776
Sim7,INV,%,0009Q4,16,-0.8848389774893661
Sim7,INV,%,0010Q1,17,-0.8120278302093453
Sim7,INV,%,0010Q2,18,-0.7390853580668022
Sim7,INV,%,0010Q3,19,-0.6673089610708587
Sim7,INV,%,0010Q4,20,-0.5978181884831599
Sim7,FXYEN,%,0006Q1,1,0.0
Sim7,FXYEN,%,0006Q2,2,-4.029003259379621
Sim7,FXYEN,%,0006Q3,3,-3.8198652048933184
Sim7,FXYEN,%,0006Q4,4,-3.5471037023066145
Sim7,FXYEN,%,0007Q1,5,-3.2769845998621605
Sim7,FXYEN,%,0007Q2,6,-2.996273680903485
Sim7,FXYEN,%,0007Q3,7,-2.712792423814463
Sim7,FXYEN,%,0007Q4,8,-2.4272880792000535
Sim7,FXYEN,%,0008Q1,9,-2.160500166899297
Sim7,FXYEN,%,0008Q2,10,-1.8635052863836847
Sim7,FXYEN,%,0008Q3,11,-1.614489339191337
Sim7,FXYEN,%,0008Q4,12,-1.3936128075751242
Sim7,FXYEN,%,0009Q1,13,-1.2026632569836124
Sim7,FXYEN,%,0009Q2,14,-1.0377288035264343
Sim7,FXYEN,%,0009Q3,15,-0.8962611519128387
Sim7,FXYEN,%,0009Q4,16,-0.7774563246372566
Sim7,FXYEN,%,0010Q1,17,-0.6785182584626739
Sim7,FXYEN,%,0010Q2,18,-0.5979563100277545
Sim7,FXYEN,%,0010Q3,19,-0.5334936125727978
Sim7,FXYEN,%,0010Q4,20,-0.4835524535381097
Sim7,CPIXFOR,%,0006Q1,1,0.0
Sim7,CPIXFOR,%,0006Q2,2,-0.028093240247017093
Sim7,CPIXFOR,%,0006Q3,3,-0.04583422749095689
Sim7,CPIXFOR,%,0006Q4,4,-0.06505990673363726
Sim7,CPIXFOR,%,0007Q1,5,-0.0838604855684082
Sim7,CPIXFOR,%,0007Q2,6,-0.09884280643358068
Sim7,CPIXFOR,%,0007Q3,7,-0.11636604427341979
Sim7,CPIXFOR,%,0007Q4,8,-0.1374044913902992
Sim7,CPIXFOR,%,0008Q1,9,-0.16149858433040265
Sim7,CPIXFOR,%,0008Q2,10,-0.18798754600510392
Sim7,CPIXFOR,%,0008Q3,11,-0.2161377083122744
Sim7,CPIXFOR,%,0008Q4,12,-0.2460419643311127
Sim7,CPIXFOR,%,0009Q1,13,-0.27717492971031277
Sim7,CPIXFOR,%,0009Q2,14,-0.3089941432999268
Sim7,CPIXFOR,%,0009Q3,15,-0.3413770394776918
Sim7,CPIXFOR,%,0009Q4,16,-0.37368566602066267
Sim7,CPIXFOR,%,0010Q1,17,-0.4055300656721954
Sim7,CPIXFOR,%,0010Q2,18,-0.4362524920633035
Sim7,CPIXFOR,%,0010Q3,19,-0.4666929126402266
Sim7,CPIXFOR,%,0010Q4,20,-0.4957363385806701
